Run	Altitude	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	center_name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Depth	elev	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	host_body_habitat	host_body_product	Host_diet	Host	host_subject_ID	host_taxid	included_final_analysis	INSTRUMENT_MODEL	Instrument	lat_lon	library_construction_protocol	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	platform	ReleaseDate	samp_collect_device	samp_mat_process	Sample Name	Spiro_remove	SRA Study	wild_captive
SRR2866576	0	AMPLICON	344	2323770	PRJNA300589	SAMN04226425	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1861469	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400352	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1421	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1421	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1421	keep	SRP065516	captive
SRR2866577	0	AMPLICON	347	5155134	PRJNA300589	SAMN04226426	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	4051644	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400353	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1430	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1430	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1430	keep	SRP065516	captive
SRR2866578	0	AMPLICON	188	89601	PRJNA300589	SAMN04226427	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	107353	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400354	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1437	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1437	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1437	keep	SRP065516	captive
SRR2866579	0	AMPLICON	326	1973876	PRJNA300589	SAMN04226428	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1598366	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400355	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1447	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1447	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1447	keep	SRP065516	captive
SRR2866580	0	AMPLICON	337	3960112	PRJNA300589	SAMN04226429	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	3176855	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400356	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1449	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1449	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1449	keep	SRP065516	captive
SRR2866581	0	AMPLICON	319	3392329	PRJNA300589	SAMN04226430	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2723117	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400357	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1452	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1452	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1452	remove	SRP065516	captive
SRR2866582	0	AMPLICON	290	1534918	PRJNA300589	SAMN04226431	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1105501	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400358	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1462	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1462	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1462	keep	SRP065516	captive
SRR2866583	0	AMPLICON	278	288706	PRJNA300589	SAMN04226387	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	238415	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400359	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1138	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1138	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1138	keep	SRP065516	captive
SRR2866584	0	AMPLICON	274	5420128	PRJNA300589	SAMN04226432	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	3842898	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400360	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	11	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet11	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet11	keep	SRP065516	wild
SRR2866585	0	AMPLICON	283	1082972	PRJNA300589	SAMN04226433	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	800912	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400361	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	18	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet18	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet18	keep	SRP065516	wild
SRR2866586	0	AMPLICON	273	4156219	PRJNA300589	SAMN04226434	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2967496	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400362	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	19	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet19	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet19	keep	SRP065516	wild
SRR2866587	0	AMPLICON	291	1631424	PRJNA300589	SAMN04226435	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1179029	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400363	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	20	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet20	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet20	keep	SRP065516	wild
SRR2866588	0	AMPLICON	329	1305379	PRJNA300589	SAMN04226436	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1054053	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400364	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	24	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet24	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet24	keep	SRP065516	wild
SRR2866589	0	AMPLICON	272	1305308	PRJNA300589	SAMN04226437	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1050811	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400365	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	25	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet25	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet25	keep	SRP065516	wild
SRR2866590	0	AMPLICON	277	5907803	PRJNA300589	SAMN04226438	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	4177137	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400366	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	26	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet26	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet26	keep	SRP065516	wild
SRR2866591	0	AMPLICON	298	4420384	PRJNA300589	SAMN04226439	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	3140868	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400367	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	27	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet27	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet27	keep	SRP065516	wild
SRR2866592	0	AMPLICON	305	3724807	PRJNA300589	SAMN04226440	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2650576	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400368	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	28	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet28	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet28	keep	SRP065516	wild
SRR2866593	0	AMPLICON	300	1053010	PRJNA300589	SAMN04226441	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	773299	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400369	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	30	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet30	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet30	keep	SRP065516	wild
SRR2866594	0	AMPLICON	321	766661	PRJNA300589	SAMN04226388	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	628757	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400370	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1159	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1159	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1159	keep	SRP065516	captive
SRR2866595	0	AMPLICON	307	1453985	PRJNA300589	SAMN04226442	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1184591	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400371	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	42	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet42	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet42	keep	SRP065516	wild
SRR2866596	0	AMPLICON	284	956864	PRJNA300589	SAMN04226443	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	708900	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400372	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	46	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet46	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet46	keep	SRP065516	wild
SRR2866597	0	AMPLICON	290	492511	PRJNA300589	SAMN04226444	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	380506	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400373	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	47	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet47	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet47	keep	SRP065516	wild
SRR2866598	0	AMPLICON	350	2019961	PRJNA300589	SAMN04226445	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1604555	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400374	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	50	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet50	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet50	keep	SRP065516	wild
SRR2866599	0	AMPLICON	311	3382476	PRJNA300589	SAMN04226446	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2377109	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400375	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	52	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet52	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet52	keep	SRP065516	wild
SRR2866600	0	AMPLICON	291	547526	PRJNA300589	SAMN04226447	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	416077	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400376	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	55	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet55	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet55	keep	SRP065516	wild
SRR2866601	0	AMPLICON	287	4574449	PRJNA300589	SAMN04226448	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	3219090	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400377	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	56	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet56	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet56	keep	SRP065516	wild
SRR2866602	0	AMPLICON	306	3880880	PRJNA300589	SAMN04226449	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2733783	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400378	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	57	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet57	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet57	keep	SRP065516	wild
SRR2866603	0	AMPLICON	289	2651104	PRJNA300589	SAMN04226450	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	1882369	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400382	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	59	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet59	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet59	keep	SRP065516	wild
SRR2866604	0	AMPLICON	281	5265431	PRJNA300589	SAMN04226451	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	3722682	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400386	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	60	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet60	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet60	keep	SRP065516	wild
SRR2866624	0	AMPLICON	316	3127653	PRJNA300589	SAMN04226389	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2503790	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400387	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1161	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1161	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1161	remove	SRP065516	captive
SRR2866645	0	AMPLICON	300	5790785	PRJNA300589	SAMN04226452	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	4100183	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400391	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	61	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet61	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet61	keep	SRP065516	wild
SRR2866674	0	AMPLICON	270	3471932	PRJNA300589	SAMN04226453	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2469312	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400392	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	62	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet62	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet62	keep	SRP065516	wild
SRR2866681	0	AMPLICON	258	3504524	PRJNA300589	SAMN04226454	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2499953	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400396	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	7	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet7	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet7	keep	SRP065516	wild
SRR2866697	0	AMPLICON	266	4036767	PRJNA300589	SAMN04226455	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	2892628	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400397	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	8	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	Vervet8	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	Vervet8	keep	SRP065516	wild
SRR2866698	0	AMPLICON	280	7021252	PRJNA300589	SAMN04226456	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	5035326	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400398	Saint Kitts and Nevis	North America	Saint Kitts and Nevis	rectum	stool	herbivore	Chlorocebus aethiops aethiops	W640	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	17.3 N 62.73 W	16S	VervetW640	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	VervetW640	keep	SRP065516	wild
SRR2866699	0	AMPLICON	259	9735597	PRJNA300589	SAMN04226390	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	6735796	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400399	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1172	101841	yes	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1172	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1172	remove	SRP065516	captive
SRR2866700	0	AMPLICON	287	339167	PRJNA300589	SAMN04226391	"MIMS.me,MIGS/MIMS/MIMARKS.host-associated"	272117	UNIVERSITY OF COLORADO BOULDER	JCVI	2010	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	0	0	tropical broadleaf forest biome	animalia-associated habitat	feces	SRX1400400	USA	North America	USA	rectum	stool	high fat	Chlorocebus aethiops aethiops	1175	101841	no	454 GS FLX Titanium	454 GS FLX Titanium	35.97 N 78.52 W	16S	TAD1175	SINGLE	PCR	METAGENOMIC	primate metagenome	LS454	LS454	2015-11-04T00:00:00Z	swab	RNALater	TAD1175	keep	SRP065516	captive
