Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_source,source_name,SRA Study,diet,Time,quality_book_char (run)
SRR097036,OTHER,32,56380672,PRJNA136593,SAMN00199436,21872928,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039871,GSM664242,Illumina Genome Analyzer II,GSM664242: D4_2_m7 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664242,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09051,Sample was taken after mouse was on the diet for 2 days.,
SRR097037,OTHER,32,32825184,PRJNA136593,SAMN00199437,22494847,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039872,GSM664243,Illumina Genome Analyzer II,GSM664243: D2_1_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664243,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09054,Sample was taken after mouse was on the diet for 1 days.,
SRR097038,OTHER,32,68128704,PRJNA136593,SAMN00199438,26975572,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039873,GSM664244,Illumina Genome Analyzer II,GSM664244: E2_1_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664244,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09621,Sample was taken after mouse was on the diet for 1 days.,
SRR097039,OTHER,32,21281376,PRJNA136593,SAMN00199439,13747025,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039874,GSM664245,Illumina Genome Analyzer II,GSM664245: E1_14_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664245,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09621,Sample was taken after mouse was on the diet for 14 days.,
SRR097040,OTHER,32,34465856,PRJNA136593,SAMN00199440,15549896,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039875,GSM664246,Illumina Genome Analyzer II,GSM664246: D4_2_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664246,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09054,Sample was taken after mouse was on the diet for 2 days.,
SRR097041,OTHER,32,6627232,PRJNA136593,SAMN00199441,5322311,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039876,GSM664247,Illumina Genome Analyzer II,GSM664247: D2_1_m13 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664247,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 1 days.,
SRR097042,OTHER,32,23828576,PRJNA136593,SAMN00199442,15838443,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039877,GSM664248,Illumina Genome Analyzer II,GSM664248: E1_2_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664248,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09625,Sample was taken after mouse was on the diet for 2 days.,
SRR097043,OTHER,32,31057824,PRJNA136593,SAMN00199443,14168363,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039878,GSM664249,Illumina Genome Analyzer II,GSM664249: E2_4_m1 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664249,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09623,Sample was taken after mouse was on the diet for 4 days.,
SRR097044,OTHER,32,30381376,PRJNA136593,SAMN00199444,22862425,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039879,GSM664250,Illumina Genome Analyzer II,GSM664250: D2_4_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664250,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 4 days.,
SRR097045,OTHER,32,14720704,PRJNA136593,SAMN00199445,11331073,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039880,GSM664251,Illumina Genome Analyzer II,GSM664251: D4_14_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664251,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 14 days.,
SRR097046,OTHER,32,40552416,PRJNA136593,SAMN00199446,16116910,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039881,GSM664252,Illumina Genome Analyzer II,GSM664252: D3_2_m4 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664252,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 2 days.,
SRR097047,OTHER,32,61783872,PRJNA136593,SAMN00199447,24003629,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039882,GSM664253,Illumina Genome Analyzer II,GSM664253: E2_1_m1 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664253,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09623,Sample was taken after mouse was on the diet for 1 days.,
SRR097048,OTHER,32,17746752,PRJNA136593,SAMN00199448,13209306,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039883,GSM664254,Illumina Genome Analyzer II,GSM664254: D3_1_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664254,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09057,Sample was taken after mouse was on the diet for 1 days.,
SRR097049,OTHER,32,63777376,PRJNA136593,SAMN00199449,29529444,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039884,GSM664255,Illumina Genome Analyzer II,GSM664255: E2_7_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664255,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09621,Sample was taken after mouse was on the diet for 7 days.,
SRR097050,OTHER,32,10177952,PRJNA136593,SAMN00199450,4082931,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039885,GSM664256,Illumina Genome Analyzer II,GSM664256: D4_2_m10 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664256,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09049,Sample was taken after mouse was on the diet for 2 days.,
SRR097051,OTHER,32,35270112,PRJNA136593,SAMN00199451,13486574,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039886,GSM664257,Illumina Genome Analyzer II,GSM664257: D3_2_m10 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664257,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09056,Sample was taken after mouse was on the diet for 2 days.,
SRR097052,OTHER,32,83933408,PRJNA136593,SAMN00199452,34597918,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039887,GSM664258,Illumina Genome Analyzer II,GSM664258: D4_1_m11 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664258,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09059,Sample was taken after mouse was on the diet for 1 days.,
SRR097053,OTHER,32,18248800,PRJNA136593,SAMN00199453,7004777,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039888,GSM664259,Illumina Genome Analyzer II,GSM664259: E1_1_m4 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664259,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09623,Sample was taken after mouse was on the diet for 1 days.,
SRR097054,OTHER,32,50668640,PRJNA136593,SAMN00199454,19911138,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039889,GSM664260,Illumina Genome Analyzer II,GSM664260: D3_7_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664260,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09057,Sample was taken after mouse was on the diet for 7 days.,
SRR097055,OTHER,32,38833152,PRJNA136593,SAMN00199455,27167471,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039890,GSM664261,Illumina Genome Analyzer II,GSM664261: D2_4_m13 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664261,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 4 days.,
SRR097056,OTHER,32,8999200,PRJNA136593,SAMN00199456,7199075,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039891,GSM664262,Illumina Genome Analyzer II,GSM664262: D2_2_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664262,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 2 days.,
SRR097057,OTHER,32,16247776,PRJNA136593,SAMN00199457,11996680,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039892,GSM664263,Illumina Genome Analyzer II,GSM664263: D3_1_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664263,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09051,Sample was taken after mouse was on the diet for 1 days.,
SRR097058,OTHER,32,24634816,PRJNA136593,SAMN00199458,17736605,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039893,GSM664264,Illumina Genome Analyzer II,GSM664264: E1_14_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664264,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09620,Sample was taken after mouse was on the diet for 14 days.,
SRR097059,OTHER,32,12732800,PRJNA136593,SAMN00199459,8808841,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039894,GSM664265,Illumina Genome Analyzer II,GSM664265: D2_14_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664265,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09052,Sample was taken after mouse was on the diet for 14 days.,
SRR097060,OTHER,32,19493376,PRJNA136593,SAMN00199460,14950333,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039895,GSM664266,Illumina Genome Analyzer II,GSM664266: D2_4_m10 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664266,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09049,Sample was taken after mouse was on the diet for 4 days.,
SRR097061,OTHER,32,13562496,PRJNA136593,SAMN00199461,11341174,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039896,GSM664267,Illumina Genome Analyzer II,GSM664267: D3_14_m9 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664267,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09059,Sample was taken after mouse was on the diet for 14 days.,
SRR097062,OTHER,32,13330784,PRJNA136593,SAMN00199462,10527070,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039897,GSM664268,Illumina Genome Analyzer II,GSM664268: D2_1_m9 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664268,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 1 days.,
SRR097063,OTHER,32,36744960,PRJNA136593,SAMN00199463,23567616,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039898,GSM664269,Illumina Genome Analyzer II,GSM664269: D4_14_m12 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664269,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09050,Sample was taken after mouse was on the diet for 14 days.,
SRR097064,OTHER,32,89483744,PRJNA136593,SAMN00199464,34744281,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039899,GSM664270,Illumina Genome Analyzer II,GSM664270: D3_7_m12 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664270,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09052,Sample was taken after mouse was on the diet for 7 days.,
SRR097065,OTHER,32,162146560,PRJNA136593,SAMN00199465,69844761,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039900,GSM664271,Illumina Genome Analyzer II,GSM664271: E2_4_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664271,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09624,Sample was taken after mouse was on the diet for 4 days.,
SRR097066,OTHER,32,47919424,PRJNA136593,SAMN00199466,21898165,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039901,GSM664272,Illumina Genome Analyzer II,GSM664272: E3_2_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664272,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09054,Sample was taken after mouse was on the diet for 2 days.,
SRR097067,OTHER,32,27492096,PRJNA136593,SAMN00199467,19654594,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039902,GSM664273,Illumina Genome Analyzer II,GSM664273: E1_4_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664273,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09620,Sample was taken after mouse was on the diet for 4 days.,
SRR097068,OTHER,32,30640096,PRJNA136593,SAMN00199468,20624150,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039903,GSM664274,Illumina Genome Analyzer II,GSM664274: E1_4_m1 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664274,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09624,Sample was taken after mouse was on the diet for 4 days.,
SRR097069,OTHER,32,16467872,PRJNA136593,SAMN00199469,8086073,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039904,GSM664275,Illumina Genome Analyzer II,GSM664275: E3_7_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664275,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 7 days.,
SRR097070,OTHER,32,46084736,PRJNA136593,SAMN00199470,18734337,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039905,GSM664276,Illumina Genome Analyzer II,GSM664276: D4_7_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664276,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09058,Sample was taken after mouse was on the diet for 7 days.,
SRR097071,OTHER,32,36634496,PRJNA136593,SAMN00199471,26836091,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039906,GSM664277,Illumina Genome Analyzer II,GSM664277: D2_7_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664277,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 7 days.,
SRR097072,OTHER,32,43891584,PRJNA136593,SAMN00199472,17084505,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039907,GSM664278,Illumina Genome Analyzer II,GSM664278: D3_2_m7 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664278,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09059,Sample was taken after mouse was on the diet for 2 days.,
SRR097073,OTHER,32,99519200,PRJNA136593,SAMN00199473,44731454,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039908,GSM664279,Illumina Genome Analyzer II,GSM664279: E3_2_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664279,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09620,Sample was taken after mouse was on the diet for 2 days.,
SRR097074,OTHER,32,71179136,PRJNA136593,SAMN00199474,31683945,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039909,GSM664280,Illumina Genome Analyzer II,GSM664280: E3_1_m3 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664280,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09620,Sample was taken after mouse was on the diet for 1 days.,
SRR097075,OTHER,32,35474688,PRJNA136593,SAMN00199475,16875069,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039910,GSM664281,Illumina Genome Analyzer II,GSM664281: E3_7_m1 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664281,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09625,Sample was taken after mouse was on the diet for 7 days.,
SRR097076,OTHER,32,51945440,PRJNA136593,SAMN00199476,21486641,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039911,GSM664282,Illumina Genome Analyzer II,GSM664282: E2_1_m8 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664282,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09622,Sample was taken after mouse was on the diet for 1 days.,
SRR097077,OTHER,32,35640224,PRJNA136593,SAMN00199477,15166244,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039912,GSM664283,Illumina Genome Analyzer II,GSM664283: D4_4_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664283,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09054,Sample was taken after mouse was on the diet for 4 days.,
SRR097078,OTHER,32,6572192,PRJNA136593,SAMN00199478,5339611,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039913,GSM664284,Illumina Genome Analyzer II,GSM664284: D2_1_m2 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664284,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09055,Sample was taken after mouse was on the diet for 1 days.,
SRR097079,OTHER,32,92841312,PRJNA136593,SAMN00199479,42359192,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039914,GSM664285,Illumina Genome Analyzer II,GSM664285: E3_4_m6 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664285,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 4 days.,
SRR097080,OTHER,32,8068544,PRJNA136593,SAMN00199480,3874375,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039915,GSM664286,Illumina Genome Analyzer II,GSM664286: D3_7_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664286,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09054,Sample was taken after mouse was on the diet for 7 days.,
SRR097081,OTHER,32,23682080,PRJNA136593,SAMN00199481,10101067,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039916,GSM664287,Illumina Genome Analyzer II,GSM664287: D3_7_m13 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664287,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09053,Sample was taken after mouse was on the diet for 7 days.,
SRR097082,OTHER,32,11848864,PRJNA136593,SAMN00199482,4822697,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039917,GSM664288,Illumina Genome Analyzer II,GSM664288: D4_2_m12 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664288,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09050,Sample was taken after mouse was on the diet for 2 days.,
SRR097083,OTHER,32,39950400,PRJNA136593,SAMN00199483,27228742,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039918,GSM664289,Illumina Genome Analyzer II,GSM664289: E1_2_m5 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664289,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09622,Sample was taken after mouse was on the diet for 2 days.,
SRR097084,OTHER,32,52928928,PRJNA136593,SAMN00199484,34617207,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX039919,GSM664290,Illumina Genome Analyzer II,GSM664290: D2_7_m10 [COPRO-Seq],SINGLE,other,GENOMIC,[Clostridium] symbiosum,ILLUMINA,2011-05-24T00:00:00Z,GSM664290,Fecal pellet from a mouse (c57Bl6) colonized with 10-gut bacteria,mouse feces,SRP005394,Mouse was fed Harlan Teklad Diet TD.09049,Sample was taken after mouse was on the diet for 7 days.,
